Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230816013832_seigot_main_20230816_task02_2+envelopebuffer0.5.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816014556_seigot_main_20230816_task02_2+envelopebuffer0.5.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816015320_seigot_main_20230816_task02_2+envelopebuffer0.5.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816015902_seigot_main_20230816_task02_2+envelopebuffer0.5.patch	33.6138	31.9331	3.39998	false	false	true	false	false	true	false
20230816020445_seigot_main_20230816_task02_2+envelopebuffer0.5.patch	43.3182	41.1523	24.1999	false	false	true	false	false	true	false
20230816021041_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	33.7793	32.0903	3.39891	false	false	true	false	false	true	false
20230816021805_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816022528_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816023252_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816023834_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	33.4782	31.8043	3.19993	false	false	true	false	false	true	false
20230816024417_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	33.6884	32.0039	3.39986	false	false	true	false	false	true	false
20230816025000_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0+drivableareaoffset2.0.patch	33.6905	32.0059	3.39986	false	false	true	false	false	true	false
20230816025736_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816030500_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816031223_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816031947_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816032711_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816033254_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	33.5877	31.9083	3.40037	false	false	true	false	false	true	false
20230816033836_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0+road_sholder_safty_margin0.patch	33.6554	31.9727	3.39992	false	false	true	false	false	true	false
20230816034613_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816035336_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816040100_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816040824_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816041406_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	33.6083	31.9279	3.40257	false	false	true	false	false	true	false
20230816042130_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816042854_seigot_main_20230816_task02_2+envelopebuffer0.8+forwardpathlength20.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816043630_seigot_main_20230816_task02_2+envelopebuffer0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
